model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
xgb,craig,0.61,0.597,0.61,0.614,0.154,0.142,0.14,0.14,4.397,11.855,0.67,0.651,0.806,0.796,0.713,7e-06,70,1,923.4957795143127,1085.446846485138,5.653122153122747e-07,0.0013136863708496094
rf,craig,0.637,0.632,0.645,0.643,0.091,0.091,0.089,0.09,17.078,0.346,0.475,0.29,0.321,0.293,0.553,2.9e-05,70,1,923.4957795143127,1085.446846485138,5.653122153122747e-07,0.0013136863708496094
svc,craig,0.619,0.605,0.627,0.643,0.109,0.116,0.107,0.09,7.545,0.006,0.523,0.374,0.448,0.393,0.588,6e-06,70,1,923.4957795143127,1085.446846485138,5.653122153122747e-07,0.0013136863708496094
logreg,craig,0.58,0.572,0.602,0.629,0.131,0.146,0.138,0.131,6.915,0.007,0.655,0.505,0.608,0.55,0.742,1e-06,70,1,923.4957795143127,1085.446846485138,5.653122153122747e-07,0.0013136863708496094
mlp,craig,0.557,0.553,0.576,0.586,0.07,0.072,0.074,0.07,7.436,0.021,0.639,0.487,0.585,0.526,0.703,4e-06,70,1,923.4957795143127,1085.446846485138,5.653122153122747e-07,0.0013136863708496094
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,15.429,0.028,0.185,0.114,0.129,0.114,0.122,8e-06,70,1,923.4957795143127,1085.446846485138,5.653122153122747e-07,0.0012869834899902344
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,17.195,0.457,0.193,0.109,0.116,0.109,0.106,3.6e-05,70,1,923.4957795143127,1085.446846485138,5.653122153122747e-07,0.0012869834899902344
svc,lc,0.993,0.993,0.993,0.993,0.014,0.014,0.014,0.014,7.181,0.009,0.341,0.259,0.328,0.273,0.244,1.1e-05,70,1,923.4957795143127,1085.446846485138,5.653122153122747e-07,0.0012869834899902344
logreg,lc,0.993,0.993,0.993,0.993,0.014,0.014,0.014,0.014,7.335,0.006,0.303,0.235,0.304,0.248,0.258,1e-06,70,1,923.4957795143127,1085.446846485138,5.653122153122747e-07,0.0012869834899902344
mlp,lc,0.971,0.971,0.971,0.971,0.027,0.027,0.027,0.027,6.552,0.176,0.356,0.277,0.355,0.294,0.292,1.1e-05,70,1,923.4957795143127,1085.446846485138,5.653122153122747e-07,0.0012869834899902344
xgb,random,0.843,0.843,0.843,0.843,0.066,0.066,0.066,0.066,7.449,0.05,0.816,0.722,0.827,0.805,0.872,1.7e-05,70,2,,,,
rf,random,0.821,0.821,0.821,0.821,0.075,0.075,0.075,0.075,18.278,0.426,0.794,0.686,0.796,0.767,0.864,3.5e-05,70,2,,,,
svc,random,0.757,0.755,0.755,0.757,0.061,0.061,0.061,0.061,3.158,0.008,0.801,0.73,0.839,0.822,0.86,1.1e-05,70,2,,,,
logreg,random,0.75,0.747,0.747,0.75,0.087,0.087,0.087,0.087,6.875,0.008,0.806,0.74,0.846,0.831,0.87,1e-06,70,2,,,,
mlp,random,0.7,0.699,0.699,0.7,0.097,0.098,0.098,0.097,7.366,0.098,0.752,0.657,0.778,0.747,0.842,4e-06,70,2,,,,
xgb,k-means,0.943,0.943,0.943,0.943,0.036,0.037,0.037,0.036,7.538,0.023,0.84,0.803,0.891,0.885,0.905,1.1e-05,70,2,2771.379354953766,734.9481093883514,5.757968748239952e-07,0.0013091564178466797
rf,k-means,0.921,0.921,0.921,0.921,0.061,0.062,0.062,0.061,15.985,0.453,0.853,0.766,0.858,0.843,0.901,3e-05,70,2,2771.379354953766,734.9481093883514,5.757968748239952e-07,0.0013091564178466797
svc,k-means,0.829,0.826,0.826,0.829,0.052,0.055,0.055,0.052,7.139,0.009,0.739,0.611,0.726,0.682,0.83,9e-06,70,2,2771.379354953766,734.9481093883514,5.757968748239952e-07,0.0013091564178466797
logreg,k-means,0.786,0.783,0.783,0.786,0.081,0.084,0.084,0.081,7.076,0.009,0.702,0.545,0.648,0.594,0.796,0.0,70,2,2771.379354953766,734.9481093883514,5.757968748239952e-07,0.0013091564178466797
mlp,k-means,0.75,0.745,0.745,0.75,0.087,0.091,0.091,0.087,8.747,0.154,0.688,0.547,0.657,0.603,0.784,4e-06,70,2,2771.379354953766,734.9481093883514,5.757968748239952e-07,0.0013091564178466797
xgb,ag,0.921,0.921,0.921,0.921,0.052,0.053,0.053,0.052,5.066,0.051,0.818,0.752,0.854,0.84,0.88,1.3e-05,70,2,2771.379354953766,734.9481093883514,5.757968748239952e-07,0.0013899803161621094
rf,ag,0.886,0.885,0.885,0.886,0.014,0.014,0.014,0.014,17.983,0.449,0.81,0.778,0.877,0.871,0.899,3e-05,70,2,2771.379354953766,734.9481093883514,5.757968748239952e-07,0.0013899803161621094
svc,ag,0.807,0.805,0.805,0.807,0.074,0.075,0.075,0.074,6.444,0.009,0.692,0.518,0.611,0.556,0.794,8e-06,70,2,2771.379354953766,734.9481093883514,5.757968748239952e-07,0.0013899803161621094
logreg,ag,0.829,0.826,0.826,0.829,0.089,0.09,0.09,0.089,7.268,0.009,0.679,0.52,0.619,0.563,0.785,1e-06,70,2,2771.379354953766,734.9481093883514,5.757968748239952e-07,0.0013899803161621094
mlp,ag,0.771,0.77,0.77,0.771,0.086,0.087,0.087,0.086,8.6,0.193,0.69,0.538,0.643,0.588,0.787,1.4e-05,70,2,2771.379354953766,734.9481093883514,5.757968748239952e-07,0.0013899803161621094
xgb,k_center,0.7,0.697,0.697,0.7,0.053,0.052,0.052,0.053,5.011,0.038,0.676,0.541,0.652,0.598,0.773,1.1e-05,70,2,2771.379354953766,734.9481093883514,5.757968748239952e-07,0.0014195442199707031
rf,k_center,0.621,0.612,0.612,0.621,0.053,0.057,0.057,0.053,14.779,0.159,0.737,0.594,0.704,0.657,0.828,1.4e-05,70,2,2771.379354953766,734.9481093883514,5.757968748239952e-07,0.0014195442199707031
svc,k_center,0.657,0.645,0.645,0.657,0.058,0.06,0.06,0.058,6.477,0.013,0.573,0.307,0.311,0.307,0.664,1.1e-05,70,2,2771.379354953766,734.9481093883514,5.757968748239952e-07,0.0014195442199707031
logreg,k_center,0.664,0.658,0.658,0.664,0.036,0.036,0.036,0.036,7.576,0.007,0.586,0.352,0.383,0.355,0.694,0.0,70,2,2771.379354953766,734.9481093883514,5.757968748239952e-07,0.0014195442199707031
mlp,k_center,0.586,0.576,0.576,0.586,0.053,0.05,0.05,0.053,6.64,0.127,0.579,0.377,0.429,0.386,0.644,1.1e-05,70,2,2771.379354953766,734.9481093883514,5.757968748239952e-07,0.0014195442199707031
xgb,craig,0.757,0.756,0.756,0.757,0.057,0.058,0.058,0.057,4.191,0.018,0.676,0.6,0.739,0.702,0.769,1.8e-05,70,2,2771.379354953766,734.9481093883514,5.757968748239952e-07,0.0014119148254394531
rf,craig,0.729,0.727,0.727,0.729,0.07,0.07,0.07,0.07,15.31,0.309,0.565,0.393,0.462,0.41,0.651,2.4e-05,70,2,2771.379354953766,734.9481093883514,5.757968748239952e-07,0.0014119148254394531
svc,craig,0.757,0.756,0.756,0.757,0.073,0.072,0.072,0.073,3.237,0.004,0.598,0.483,0.599,0.538,0.363,1.1e-05,70,2,2771.379354953766,734.9481093883514,5.757968748239952e-07,0.0014119148254394531
logreg,craig,0.771,0.769,0.769,0.771,0.029,0.031,0.031,0.029,5.177,0.006,0.637,0.507,0.618,0.56,0.729,0.0,70,2,2771.379354953766,734.9481093883514,5.757968748239952e-07,0.0014119148254394531
mlp,craig,0.7,0.699,0.699,0.7,0.053,0.054,0.054,0.053,6.035,0.053,0.668,0.565,0.694,0.645,0.737,9e-06,70,2,2771.379354953766,734.9481093883514,5.757968748239952e-07,0.0014119148254394531
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,13.815,0.012,0.278,0.101,0.065,0.105,0.137,1.7e-05,70,2,2771.379354953766,734.9481093883514,5.757968748239952e-07,0.0013494491577148438
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,14.979,0.269,0.442,0.14,0.071,0.152,0.15,1.8e-05,70,2,2771.379354953766,734.9481093883514,5.757968748239952e-07,0.0013494491577148438
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.28,0.005,0.271,0.122,0.105,0.122,0.199,5e-06,70,2,2771.379354953766,734.9481093883514,5.757968748239952e-07,0.0013494491577148438
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.904,0.008,0.264,0.135,0.133,0.135,0.193,1e-06,70,2,2771.379354953766,734.9481093883514,5.757968748239952e-07,0.0013494491577148438
mlp,lc,0.971,0.971,0.971,0.971,0.035,0.035,0.035,0.035,7.981,0.091,0.256,0.207,0.274,0.219,0.195,4.4e-05,70,2,2771.379354953766,734.9481093883514,5.757968748239952e-07,0.0013494491577148438
xgb,random,0.871,0.87,0.87,0.871,0.036,0.037,0.037,0.036,6.937,0.025,0.842,0.77,0.865,0.852,0.895,1.3e-05,70,3,,,,
rf,random,0.85,0.849,0.849,0.85,0.057,0.057,0.057,0.057,16.816,0.217,0.818,0.739,0.843,0.826,0.893,2.7e-05,70,3,,,,
svc,random,0.807,0.804,0.804,0.807,0.095,0.095,0.095,0.095,7.267,0.008,0.802,0.738,0.846,0.831,0.872,1.1e-05,70,3,,,,
logreg,random,0.8,0.796,0.796,0.8,0.107,0.109,0.109,0.107,5.202,0.006,0.829,0.763,0.861,0.848,0.896,0.0,70,3,,,,
mlp,random,0.75,0.745,0.745,0.75,0.081,0.081,0.081,0.081,7.165,0.083,0.766,0.667,0.784,0.753,0.852,1e-05,70,3,,,,
xgb,k-means,0.929,0.928,0.928,0.929,0.06,0.06,0.06,0.06,7.333,0.032,0.826,0.792,0.885,0.879,0.855,6e-06,70,3,1372.9221408367157,872.3802516460419,5.722733417094007e-07,0.0013551712036132812
rf,k-means,0.85,0.849,0.849,0.85,0.057,0.057,0.057,0.057,15.517,0.259,0.79,0.688,0.8,0.772,0.873,1.9e-05,70,3,1372.9221408367157,872.3802516460419,5.722733417094007e-07,0.0013551712036132812
svc,k-means,0.707,0.705,0.705,0.707,0.073,0.073,0.073,0.073,2.796,0.009,0.674,0.541,0.655,0.6,0.765,1.1e-05,70,3,1372.9221408367157,872.3802516460419,5.722733417094007e-07,0.0013551712036132812
logreg,k-means,0.693,0.691,0.691,0.693,0.036,0.038,0.038,0.036,7.052,0.007,0.715,0.594,0.713,0.667,0.778,1e-06,70,3,1372.9221408367157,872.3802516460419,5.722733417094007e-07,0.0013551712036132812
mlp,k-means,0.636,0.632,0.632,0.636,0.097,0.097,0.097,0.097,6.431,0.077,0.667,0.542,0.659,0.604,0.756,2.9e-05,70,3,1372.9221408367157,872.3802516460419,5.722733417094007e-07,0.0013551712036132812
xgb,ag,0.929,0.928,0.928,0.929,0.075,0.075,0.075,0.075,4.222,0.03,0.824,0.799,0.891,0.886,0.855,2e-06,70,3,1372.9221408367157,872.3802516460419,5.722733417094007e-07,0.0015895366668701172
rf,ag,0.886,0.885,0.885,0.886,0.057,0.058,0.058,0.057,13.74,0.238,0.808,0.742,0.848,0.834,0.884,1.8e-05,70,3,1372.9221408367157,872.3802516460419,5.722733417094007e-07,0.0015895366668701172
svc,ag,0.7,0.695,0.695,0.7,0.083,0.083,0.083,0.083,2.855,0.012,0.741,0.63,0.749,0.71,0.812,9e-06,70,3,1372.9221408367157,872.3802516460419,5.722733417094007e-07,0.0015895366668701172
logreg,ag,0.707,0.699,0.699,0.707,0.089,0.095,0.095,0.089,5.581,0.009,0.7,0.575,0.693,0.644,0.785,1e-06,70,3,1372.9221408367157,872.3802516460419,5.722733417094007e-07,0.0015895366668701172
mlp,ag,0.671,0.667,0.667,0.671,0.089,0.09,0.09,0.089,8.213,0.079,0.683,0.56,0.678,0.627,0.771,3.3e-05,70,3,1372.9221408367157,872.3802516460419,5.722733417094007e-07,0.0015895366668701172
xgb,k_center,0.657,0.655,0.655,0.657,0.086,0.087,0.087,0.086,6.948,0.028,0.8,0.747,0.854,0.843,0.85,2e-06,70,3,1372.9221408367157,872.3802516460419,5.722733417094007e-07,0.0013985633850097656
rf,k_center,0.664,0.663,0.663,0.664,0.114,0.116,0.116,0.114,13.525,0.169,0.791,0.741,0.851,0.839,0.866,1.2e-05,70,3,1372.9221408367157,872.3802516460419,5.722733417094007e-07,0.0013985633850097656
svc,k_center,0.6,0.598,0.598,0.6,0.089,0.09,0.09,0.089,7.345,0.011,0.631,0.482,0.581,0.521,0.263,1.8e-05,70,3,1372.9221408367157,872.3802516460419,5.722733417094007e-07,0.0013985633850097656
logreg,k_center,0.593,0.592,0.592,0.593,0.077,0.077,0.077,0.077,7.024,0.006,0.601,0.436,0.52,0.462,0.689,1e-06,70,3,1372.9221408367157,872.3802516460419,5.722733417094007e-07,0.0013985633850097656
mlp,k_center,0.486,0.485,0.485,0.486,0.066,0.067,0.067,0.066,7.522,0.081,0.622,0.486,0.591,0.531,0.682,7e-06,70,3,1372.9221408367157,872.3802516460419,5.722733417094007e-07,0.0013985633850097656
xgb,craig,0.642,0.613,0.634,0.671,0.183,0.212,0.196,0.16,4.154,0.016,0.417,0.251,0.277,0.253,0.341,2e-06,70,3,1372.9221408367157,872.3802516460419,5.722733417094007e-07,0.0013823509216308594
rf,craig,0.621,0.593,0.605,0.629,0.181,0.201,0.189,0.165,14.276,0.183,0.471,0.306,0.351,0.312,0.506,1.4e-05,70,3,1372.9221408367157,872.3802516460419,5.722733417094007e-07,0.0013823509216308594
svc,craig,0.638,0.63,0.644,0.657,0.118,0.13,0.121,0.105,6.239,0.007,0.539,0.367,0.429,0.38,0.524,6e-06,70,3,1372.9221408367157,872.3802516460419,5.722733417094007e-07,0.0013823509216308594
logreg,craig,0.683,0.683,0.693,0.7,0.113,0.116,0.11,0.105,6.977,0.01,0.591,0.48,0.598,0.536,0.637,0.0,70,3,1372.9221408367157,872.3802516460419,5.722733417094007e-07,0.0013823509216308594
mlp,craig,0.6,0.589,0.607,0.629,0.125,0.14,0.131,0.114,4.344,1.358,0.589,0.429,0.512,0.454,0.675,8e-06,70,3,1372.9221408367157,872.3802516460419,5.722733417094007e-07,0.0013823509216308594
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,14.048,0.023,0.172,0.109,0.126,0.109,0.116,1.5e-05,70,3,1372.9221408367157,872.3802516460419,5.722733417094007e-07,0.0012888908386230469
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,16.49,0.312,0.223,0.128,0.138,0.128,0.114,2.1e-05,70,3,1372.9221408367157,872.3802516460419,5.722733417094007e-07,0.0012888908386230469
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.107,0.005,0.244,0.179,0.225,0.184,0.156,4e-06,70,3,1372.9221408367157,872.3802516460419,5.722733417094007e-07,0.0012888908386230469
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.082,0.006,0.229,0.163,0.203,0.167,0.151,0.0,70,3,1372.9221408367157,872.3802516460419,5.722733417094007e-07,0.0012888908386230469
mlp,lc,0.993,0.993,0.993,0.993,0.014,0.014,0.014,0.014,6.48,0.177,0.305,0.283,0.401,0.324,0.249,2.8e-05,70,3,1372.9221408367157,872.3802516460419,5.722733417094007e-07,0.0012888908386230469
xgb,random,0.879,0.878,0.878,0.879,0.053,0.054,0.054,0.053,7.635,0.013,0.797,0.713,0.823,0.802,0.88,5e-06,70,4,,,,
rf,random,0.821,0.821,0.821,0.821,0.039,0.039,0.039,0.039,13.823,0.297,0.786,0.681,0.793,0.764,0.857,2.2e-05,70,4,,,,
svc,random,0.829,0.828,0.828,0.829,0.035,0.035,0.035,0.035,7.477,0.011,0.769,0.681,0.799,0.773,0.18,1.4e-05,70,4,,,,
logreg,random,0.814,0.813,0.813,0.814,0.035,0.034,0.034,0.035,6.402,0.006,0.779,0.702,0.818,0.796,0.847,0.0,70,4,,,,
mlp,random,0.786,0.784,0.784,0.786,0.032,0.032,0.032,0.032,8.501,0.113,0.776,0.679,0.795,0.766,0.866,2.2e-05,70,4,,,,
xgb,k-means,0.921,0.921,0.921,0.921,0.042,0.042,0.042,0.042,4.275,0.025,0.814,0.716,0.821,0.798,0.887,1.4e-05,70,4,1200.1444239616394,528.485239982605,5.729823453239227e-07,0.0015614032745361328
rf,k-means,0.879,0.877,0.877,0.879,0.048,0.05,0.05,0.048,14.705,0.439,0.778,0.709,0.825,0.806,0.859,2.7e-05,70,4,1200.1444239616394,528.485239982605,5.729823453239227e-07,0.0015614032745361328
svc,k-means,0.85,0.85,0.85,0.85,0.069,0.069,0.069,0.069,7.102,0.011,0.682,0.539,0.648,0.593,0.788,8e-06,70,4,1200.1444239616394,528.485239982605,5.729823453239227e-07,0.0015614032745361328
logreg,k-means,0.829,0.828,0.828,0.829,0.094,0.094,0.094,0.094,7.487,0.009,0.678,0.514,0.61,0.554,0.794,0.0,70,4,1200.1444239616394,528.485239982605,5.729823453239227e-07,0.0015614032745361328
mlp,k-means,0.764,0.763,0.763,0.764,0.114,0.115,0.115,0.114,7.16,0.191,0.676,0.528,0.634,0.578,0.771,3.7e-05,70,4,1200.1444239616394,528.485239982605,5.729823453239227e-07,0.0015614032745361328
xgb,ag,0.914,0.914,0.914,0.914,0.053,0.054,0.054,0.053,4.897,0.031,0.852,0.753,0.847,0.829,0.905,1.7e-05,70,4,1200.1444239616394,528.485239982605,5.729823453239227e-07,0.0014917850494384766
rf,ag,0.886,0.885,0.885,0.886,0.057,0.058,0.058,0.057,14.442,0.101,0.803,0.705,0.814,0.789,0.872,7e-06,70,4,1200.1444239616394,528.485239982605,5.729823453239227e-07,0.0014917850494384766
svc,ag,0.764,0.761,0.761,0.764,0.066,0.07,0.07,0.066,7.006,0.006,0.699,0.541,0.643,0.589,0.795,1e-05,70,4,1200.1444239616394,528.485239982605,5.729823453239227e-07,0.0014917850494384766
logreg,ag,0.793,0.789,0.789,0.793,0.042,0.046,0.046,0.042,5.405,0.006,0.707,0.56,0.669,0.616,0.793,1e-06,70,4,1200.1444239616394,528.485239982605,5.729823453239227e-07,0.0014917850494384766
mlp,ag,0.714,0.71,0.71,0.714,0.051,0.055,0.055,0.051,7.78,0.077,0.714,0.586,0.702,0.654,0.787,4.3e-05,70,4,1200.1444239616394,528.485239982605,5.729823453239227e-07,0.0014917850494384766
xgb,k_center,0.707,0.704,0.704,0.707,0.061,0.062,0.062,0.061,4.566,0.018,0.65,0.53,0.649,0.593,0.738,6e-06,70,4,1200.1444239616394,528.485239982605,5.729823453239227e-07,0.0015938282012939453
rf,k_center,0.671,0.663,0.663,0.671,0.091,0.1,0.1,0.091,17.935,0.418,0.678,0.559,0.68,0.629,0.801,2.6e-05,70,4,1200.1444239616394,528.485239982605,5.729823453239227e-07,0.0015938282012939453
svc,k_center,0.571,0.517,0.517,0.571,0.045,0.102,0.102,0.045,7.194,0.007,0.567,0.314,0.327,0.315,0.549,1.3e-05,70,4,1200.1444239616394,528.485239982605,5.729823453239227e-07,0.0015938282012939453
logreg,k_center,0.607,0.601,0.601,0.607,0.051,0.052,0.052,0.051,6.285,0.005,0.591,0.388,0.443,0.398,0.671,1e-06,70,4,1200.1444239616394,528.485239982605,5.729823453239227e-07,0.0015938282012939453
mlp,k_center,0.529,0.523,0.523,0.529,0.061,0.062,0.062,0.061,7.905,0.07,0.612,0.481,0.589,0.528,0.653,2e-06,70,4,1200.1444239616394,528.485239982605,5.729823453239227e-07,0.0015938282012939453
xgb,craig,0.633,0.626,0.625,0.629,0.115,0.114,0.114,0.114,4.206,0.02,0.462,0.37,0.472,0.405,0.485,9e-06,70,4,1200.1444239616394,528.485239982605,5.729823453239227e-07,0.0013744831085205078
rf,craig,0.586,0.582,0.583,0.586,0.03,0.03,0.031,0.029,10.778,0.229,0.464,0.34,0.416,0.358,0.552,1.6e-05,70,4,1200.1444239616394,528.485239982605,5.729823453239227e-07,0.0013744831085205078
svc,craig,0.576,0.511,0.51,0.571,0.075,0.116,0.116,0.078,7.145,0.004,0.463,0.356,0.446,0.382,0.462,1.1e-05,70,4,1200.1444239616394,528.485239982605,5.729823453239227e-07,0.0013744831085205078
logreg,craig,0.56,0.542,0.542,0.557,0.054,0.058,0.058,0.053,6.24,0.005,0.64,0.523,0.643,0.586,0.697,1e-06,70,4,1200.1444239616394,528.485239982605,5.729823453239227e-07,0.0013744831085205078
mlp,craig,0.515,0.508,0.509,0.514,0.132,0.131,0.132,0.131,7.427,0.312,0.536,0.444,0.566,0.5,0.543,1.6e-05,70,4,1200.1444239616394,528.485239982605,5.729823453239227e-07,0.0013744831085205078
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,13.908,0.029,0.179,0.111,0.126,0.111,0.098,1.5e-05,70,4,1200.1444239616394,528.485239982605,5.729823453239227e-07,0.0013549327850341797
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,17.066,0.469,0.216,0.127,0.139,0.127,0.106,3e-05,70,4,1200.1444239616394,528.485239982605,5.729823453239227e-07,0.0013549327850341797
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.993,0.005,0.226,0.182,0.241,0.191,0.165,6e-06,70,4,1200.1444239616394,528.485239982605,5.729823453239227e-07,0.0013549327850341797
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.268,0.005,0.24,0.185,0.24,0.193,0.151,1e-06,70,4,1200.1444239616394,528.485239982605,5.729823453239227e-07,0.0013549327850341797
mlp,lc,0.993,0.993,0.993,0.993,0.014,0.014,0.014,0.014,8.853,0.193,0.262,0.213,0.282,0.225,0.178,3.3e-05,70,4,1200.1444239616394,528.485239982605,5.729823453239227e-07,0.0013549327850341797
xgb,random,0.888,0.887,0.887,0.888,0.054,0.055,0.055,0.054,7.566,0.041,0.815,0.728,0.833,0.813,0.884,1.6e-05,80,0,,,,
rf,random,0.862,0.862,0.862,0.862,0.054,0.054,0.054,0.054,17.367,0.335,0.795,0.696,0.806,0.78,0.862,2.6e-05,80,0,,,,
svc,random,0.856,0.854,0.854,0.856,0.038,0.038,0.038,0.038,7.193,0.008,0.8,0.751,0.858,0.847,0.876,1e-05,80,0,,,,
logreg,random,0.85,0.849,0.849,0.85,0.046,0.046,0.046,0.046,6.938,0.007,0.797,0.721,0.831,0.813,0.866,1e-06,80,0,,,,
mlp,random,0.85,0.85,0.85,0.85,0.05,0.05,0.05,0.05,4.548,0.117,0.773,0.682,0.799,0.772,0.844,1.5e-05,80,0,,,,
xgb,k-means,0.969,0.969,0.969,0.969,0.028,0.028,0.028,0.028,6.666,0.033,0.831,0.8,0.89,0.885,0.875,4e-06,80,0,908.5439245700836,614.5940992832184,5.771719121370077e-07,0.0012946128845214844
rf,k-means,0.95,0.95,0.95,0.95,0.038,0.038,0.038,0.038,15.166,0.216,0.806,0.783,0.882,0.878,0.866,1.5e-05,80,0,908.5439245700836,614.5940992832184,5.771719121370077e-07,0.0012946128845214844
svc,k-means,0.869,0.868,0.868,0.869,0.036,0.036,0.036,0.036,7.185,0.012,0.799,0.707,0.817,0.793,0.88,1e-05,80,0,908.5439245700836,614.5940992832184,5.771719121370077e-07,0.0012946128845214844
logreg,k-means,0.938,0.937,0.937,0.938,0.028,0.028,0.028,0.028,6.764,0.015,0.827,0.766,0.864,0.852,0.884,0.0,80,0,908.5439245700836,614.5940992832184,5.771719121370077e-07,0.0012946128845214844
mlp,k-means,0.756,0.756,0.756,0.756,0.05,0.05,0.05,0.05,8.817,0.172,0.749,0.625,0.74,0.699,0.84,1.9e-05,80,0,908.5439245700836,614.5940992832184,5.771719121370077e-07,0.0012946128845214844
xgb,ag,0.95,0.949,0.949,0.95,0.058,0.059,0.059,0.058,4.919,0.036,0.832,0.802,0.891,0.886,0.894,1.9e-05,80,0,908.5439245700836,614.5940992832184,5.771719121370077e-07,0.0014336109161376953
rf,ag,0.938,0.937,0.937,0.938,0.052,0.054,0.054,0.052,15.766,0.25,0.814,0.788,0.884,0.88,0.867,1.6e-05,80,0,908.5439245700836,614.5940992832184,5.771719121370077e-07,0.0014336109161376953
svc,ag,0.869,0.869,0.869,0.869,0.046,0.046,0.046,0.046,7.133,0.011,0.748,0.614,0.726,0.682,0.855,9e-06,80,0,908.5439245700836,614.5940992832184,5.771719121370077e-07,0.0014336109161376953
logreg,ag,0.8,0.8,0.8,0.8,0.081,0.08,0.08,0.081,7.013,0.009,0.746,0.597,0.704,0.657,0.838,0.0,80,0,908.5439245700836,614.5940992832184,5.771719121370077e-07,0.0014336109161376953
mlp,ag,0.738,0.735,0.735,0.738,0.096,0.096,0.096,0.096,8.078,0.136,0.698,0.546,0.652,0.598,0.793,1.7e-05,80,0,908.5439245700836,614.5940992832184,5.771719121370077e-07,0.0014336109161376953
xgb,k_center,0.744,0.743,0.743,0.744,0.072,0.072,0.072,0.072,7.675,0.024,0.77,0.634,0.743,0.702,0.85,1.5e-05,80,0,908.5439245700836,614.5940992832184,5.771719121370077e-07,0.0014164447784423828
rf,k_center,0.706,0.704,0.704,0.706,0.047,0.048,0.048,0.047,14.989,0.111,0.816,0.751,0.854,0.84,0.875,1e-05,80,0,908.5439245700836,614.5940992832184,5.771719121370077e-07,0.0014164447784423828
svc,k_center,0.612,0.608,0.608,0.612,0.025,0.027,0.027,0.025,7.191,0.011,0.572,0.339,0.367,0.341,0.289,1.4e-05,80,0,908.5439245700836,614.5940992832184,5.771719121370077e-07,0.0014164447784423828
logreg,k_center,0.619,0.618,0.618,0.619,0.023,0.024,0.024,0.023,7.023,0.006,0.569,0.35,0.387,0.354,0.674,0.0,80,0,908.5439245700836,614.5940992832184,5.771719121370077e-07,0.0014164447784423828
mlp,k_center,0.556,0.552,0.552,0.556,0.064,0.061,0.061,0.064,8.402,0.056,0.584,0.414,0.489,0.434,0.643,2e-06,80,0,908.5439245700836,614.5940992832184,5.771719121370077e-07,0.0014164447784423828
xgb,craig,0.632,0.637,0.655,0.662,0.073,0.08,0.088,0.094,4.214,0.012,0.661,0.544,0.664,0.611,0.769,1.2e-05,80,0,908.5439245700836,614.5940992832184,5.771719121370077e-07,0.0013911724090576172
rf,craig,0.625,0.617,0.632,0.638,0.037,0.041,0.04,0.047,13.463,0.205,0.471,0.278,0.302,0.28,0.564,1.3e-05,80,0,908.5439245700836,614.5940992832184,5.771719121370077e-07,0.0013911724090576172
svc,craig,0.648,0.651,0.669,0.675,0.086,0.091,0.089,0.092,7.11,0.004,0.565,0.408,0.488,0.431,0.529,5e-06,80,0,908.5439245700836,614.5940992832184,5.771719121370077e-07,0.0013911724090576172
logreg,craig,0.632,0.623,0.642,0.65,0.066,0.061,0.05,0.05,5.594,0.032,0.601,0.493,0.614,0.553,0.64,0.0,80,0,908.5439245700836,614.5940992832184,5.771719121370077e-07,0.0013911724090576172
mlp,craig,0.665,0.661,0.681,0.688,0.133,0.138,0.12,0.112,7.503,0.04,0.602,0.467,0.57,0.509,0.652,3.2e-05,80,0,908.5439245700836,614.5940992832184,5.771719121370077e-07,0.0013911724090576172
xgb,lc,0.994,0.994,0.994,0.994,0.012,0.013,0.013,0.012,14.559,0.031,0.2,0.103,0.101,0.103,0.2,2e-06,80,0,908.5439245700836,614.5940992832184,5.771719121370077e-07,0.00154876708984375
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,14.652,0.318,0.309,0.127,0.098,0.129,0.125,2e-05,80,0,908.5439245700836,614.5940992832184,5.771719121370077e-07,0.00154876708984375
